business_id,business_type,business_age_months,loan_amount_requested,loan_purpose,stated_annual_turnover,avg_monthly_bank_credit,turnover_bank_ratio,num_employees_stated,gst_returns_filed_last_12,gst_filing_consistency,num_companies_director_linked,any_linked_company_defaulted,address_type,num_businesses_at_same_address,address_verified,years_of_itr_filed,itr_turnover_match,existing_loans,loan_to_turnover_ratio,application_hour,is_ghost
B2987,Pvt Ltd,109,1000000,inventory,19440921,1420740,1.14,38.0,3,8914.16,7,0,commercial,41,1,5.0,1,4,0.05,20,0
B2988,LLP,44,500000,expansion,14661055,1311632,0.93,22.0,0,36886.3,11,0,commercial,59,0,1.0,1,4,0.03,17,0
B2989,Proprietorship,65,1000000,equipment purchase,2867008,194211,1.23,28.0,0,1270.04,11,0,residential,13,0,1.0,0,3,0.35,13,1
B2990,Proprietorship,36,1000000,working capital,2875113,199197,1.2,19.0,6,46310.15,13,1,commercial,54,1,8.0,1,2,0.35,0,0
B2991,Pvt Ltd,63,500000,inventory,13792104,850955,1.35,43.0,4,49145.86,4,0,commercial,47,0,0.0,1,1,0.04,20,0
B2992,Proprietorship,35,250000,equipment purchase,855760,81881,0.87,16.0,2,17709.0,13,0,commercial,27,1,,1,2,0.29,7,0
B2993,LLP,47,250000,working capital,3019494,252680,1.0,5.0,8,5353.69,5,1,commercial,13,1,7.0,0,0,0.08,2,0
B2994,Pvt Ltd,66,250000,expansion,15131107,1062848,1.19,44.0,4,32928.82,5,0,commercial,59,1,,1,2,0.02,17,0
B2995,Pvt Ltd,19,100000,working capital,13687867,1179144,0.97,49.0,9,1491.73,14,0,commercial,40,0,2.0,1,4,0.01,20,0
B2996,Proprietorship,59,250000,equipment purchase,11744075,893082,1.1,2.0,2,24124.31,11,0,commercial,27,1,2.0,1,4,0.02,22,0
B2997,Pvt Ltd,74,250000,equipment purchase,9523926,954238,0.83,10.0,8,13588.96,11,0,commercial,32,1,8.0,1,3,0.03,19,0
B2998,Pvt Ltd,15,500000,equipment purchase,18369859,1556675,0.98,47.0,0,23666.95,1,0,commercial,58,0,1.0,1,0,0.03,1,0
B2999,Pvt Ltd,108,2500000,inventory,3106113,185819,1.39,19.0,8,913.78,9,1,coworking,12,1,9.0,1,3,0.8,8,0
B3000,Proprietorship,46,100000,working capital,13945777,1500399,0.77,20.0,4,2580.61,2,0,commercial,43,1,4.0,1,2,0.01,21,0
B3001,LLP,16,1000000,working capital,10461892,649142,1.34,29.0,5,798.79,9,1,commercial,52,1,6.0,1,1,0.1,18,1
B3002,Proprietorship,73,500000,working capital,987976,92011,0.89,25.0,1,30956.59,9,0,commercial,13,1,5.0,0,3,0.51,11,0
B3003,Pvt Ltd,24,100000,expansion,8793144,705176,1.04,17.0,7,28004.65,13,0,commercial,16,1,0.0,1,4,0.01,10,0
B3004,LLP,91,2500000,inventory,5395869,382023,1.18,13.0,2,11657.9,13,0,residential,34,1,9.0,0,0,0.46,0,1
B3005,LLP,89,500000,inventory,1631527,150355,0.9,45.0,0,32332.16,14,0,commercial,6,1,2.0,1,2,0.31,15,0
B3006,Proprietorship,14,250000,expansion,4407031,284818,1.29,16.0,6,44210.36,3,0,virtual office,48,1,4.0,1,0,0.06,0,0
B3007,Partnership,100,1000000,inventory,8959119,907071,0.82,35.0,11,13866.11,7,1,residential,18,1,2.0,1,0,0.11,23,1
B3008,Pvt Ltd,64,250000,expansion,12317811,872888,1.18,36.0,2,41599.69,3,0,virtual office,17,0,2.0,1,0,0.02,19,1
B3009,LLP,56,500000,equipment purchase,2876189,219758,1.09,39.0,3,33125.46,8,0,commercial,47,0,4.0,1,4,0.17,8,0
B3010,Pvt Ltd,34,100000,equipment purchase,518243,46623,0.93,3.0,4,1691.02,8,0,commercial,39,1,7.0,1,1,0.19,4,0
B3011,LLP,34,1000000,inventory,12574159,734139,1.43,9.0,0,18757.49,13,0,commercial,14,0,9.0,1,3,0.08,4,0
B3012,Pvt Ltd,14,250000,equipment purchase,4102147,336256,1.02,40.0,10,25387.86,3,1,residential,7,1,7.0,0,4,0.06,7,0
B3013,Pvt Ltd,19,500000,equipment purchase,10925285,1125804,0.81,46.0,10,36584.96,5,1,commercial,6,1,7.0,0,1,0.05,22,0
B3014,Pvt Ltd,91,250000,equipment purchase,8693858,802913,0.9,29.0,8,14356.53,7,0,residential,12,1,5.0,0,2,0.03,23,0
B3015,LLP,118,500000,working capital,7472305,580809,1.07,5.0,6,49136.51,1,0,commercial,34,1,8.0,0,3,0.07,13,0
B3016,Pvt Ltd,108,1000000,equipment purchase,18164017,1659365,0.91,3.0,1,34226.99,3,0,commercial,53,1,,1,1,0.06,3,0
B3017,Proprietorship,52,500000,working capital,17152917,1803831,0.79,10.0,12,,1,0,commercial,1,1,9.0,0,2,0.03,11,0
B3018,LLP,110,500000,expansion,7835677,530660,1.23,31.0,0,4851.25,2,0,commercial,50,1,6.0,1,3,0.06,1,0
B3019,Pvt Ltd,42,500000,expansion,17924084,1522180,0.98,11.0,10,9068.39,14,0,commercial,29,1,0.0,0,2,0.03,5,0
B3020,Proprietorship,105,2500000,expansion,17964919,1258805,1.19,,1,24380.39,14,0,commercial,28,0,3.0,1,4,0.14,13,0
B3021,Pvt Ltd,12,500000,expansion,11424939,1154427,0.82,40.0,2,24734.77,7,0,commercial,5,1,,0,2,0.04,12,1
B3022,LLP,87,1000000,expansion,19285279,1820257,0.88,41.0,11,38385.94,7,1,residential,21,1,9.0,0,0,0.05,22,0
B3023,LLP,75,1000000,equipment purchase,1008102,99184,0.85,8.0,2,36308.83,3,0,commercial,39,0,1.0,1,4,0.99,21,0
B3024,Pvt Ltd,67,250000,equipment purchase,14482975,1527721,0.79,2.0,7,10063.65,13,0,commercial,47,1,5.0,1,2,0.02,2,0
B3025,Pvt Ltd,34,250000,equipment purchase,5794030,405285,1.19,4.0,4,29747.83,6,0,commercial,53,0,0.0,0,4,0.04,18,1
B3026,Pvt Ltd,75,250000,expansion,13366790,812290,1.37,,8,1031.09,13,1,coworking,59,1,8.0,0,3,0.02,4,0
B3027,Partnership,97,1000000,expansion,8845900,644676,1.14,41.0,2,19927.37,6,1,commercial,38,1,5.0,0,0,0.11,22,1
B3028,LLP,52,250000,working capital,12258876,959751,1.06,41.0,5,38205.26,2,1,coworking,34,0,7.0,1,0,0.02,17,0
B3029,LLP,29,500000,inventory,13453919,1205354,0.93,21.0,3,,13,0,commercial,21,0,9.0,1,2,0.04,11,0
B3030,LLP,63,1000000,equipment purchase,15334800,1506161,0.85,5.0,7,41779.81,9,0,coworking,24,1,9.0,1,3,0.07,10,0
B3031,Pvt Ltd,63,250000,inventory,3126186,237038,1.1,35.0,11,48807.76,13,0,commercial,49,1,,1,4,0.08,3,1
B3032,LLP,71,500000,expansion,9295041,762269,1.02,14.0,0,30360.63,8,0,commercial,59,1,1.0,1,2,0.05,11,0
B3033,Proprietorship,90,250000,expansion,2922480,285253,0.85,15.0,3,7250.2,2,1,residential,13,1,1.0,1,1,0.09,23,1
B3034,Pvt Ltd,51,100000,expansion,1328267,92447,1.2,6.0,6,18983.86,12,0,coworking,45,0,,1,2,0.08,18,0
B3035,Pvt Ltd,61,1000000,inventory,3392717,234741,1.2,16.0,8,474.17,4,0,virtual office,46,0,7.0,1,1,0.29,6,0
B3036,Pvt Ltd,117,100000,working capital,16854273,1479720,0.95,23.0,12,30136.3,9,0,commercial,58,1,7.0,1,0,0.01,9,0
B3037,LLP,53,250000,expansion,16519509,1323810,1.04,,0,41078.43,4,0,commercial,23,1,4.0,1,2,0.02,18,0
B3038,Partnership,39,2500000,working capital,16669929,1763314,0.79,42.0,7,31497.0,7,1,commercial,32,1,1.0,0,2,0.15,23,1
B3039,Pvt Ltd,13,250000,working capital,1740521,132601,1.09,46.0,1,39304.31,5,0,commercial,8,0,3.0,1,0,0.14,22,0
B3040,LLP,99,5000000,equipment purchase,11203732,1079043,0.87,12.0,3,39995.2,10,0,commercial,47,0,3.0,0,4,0.45,0,0
B3041,Pvt Ltd,25,5000000,inventory,14303901,1251419,0.95,41.0,3,42550.63,6,0,commercial,11,0,6.0,1,2,0.35,15,0
B3042,Partnership,102,250000,expansion,19637748,1199122,1.36,19.0,7,13333.19,1,0,commercial,13,1,3.0,1,3,0.01,3,0
B3043,Pvt Ltd,61,100000,working capital,9780521,611797,1.33,12.0,10,43563.43,4,0,virtual office,53,1,9.0,1,0,0.01,22,0
B3044,LLP,39,1000000,inventory,19502725,1335764,1.22,45.0,1,32704.7,5,0,commercial,20,0,5.0,1,4,0.05,11,0
B3045,Proprietorship,97,500000,inventory,10213866,668915,1.27,13.0,6,14486.28,6,0,commercial,1,0,1.0,1,0,0.05,12,0
B3046,Proprietorship,60,100000,expansion,15681881,1173034,1.11,49.0,2,49364.74,6,1,commercial,57,1,1.0,0,0,0.01,20,1
B3047,LLP,100,1000000,equipment purchase,1124109,98115,0.95,2.0,8,47509.12,5,0,commercial,2,1,4.0,1,4,0.89,2,0
B3048,Pvt Ltd,19,100000,equipment purchase,10413853,921120,0.94,20.0,4,28722.05,3,0,commercial,11,0,0.0,1,4,0.01,15,0
B3049,Pvt Ltd,31,2500000,working capital,16791583,1472986,0.95,31.0,11,,11,1,commercial,46,0,1.0,1,4,0.15,1,0
B3050,Pvt Ltd,83,100000,equipment purchase,7176147,460807,1.3,9.0,7,13074.72,2,0,coworking,30,1,,1,3,0.01,8,0
B3051,Pvt Ltd,56,100000,equipment purchase,17630342,1557545,0.94,,4,20801.85,7,0,commercial,5,1,8.0,1,1,0.01,5,0
B3052,LLP,92,100000,equipment purchase,4165056,328292,1.06,8.0,0,9198.59,1,0,commercial,7,1,8.0,0,0,0.02,9,0
B3053,Pvt Ltd,22,5000000,inventory,1330623,137700,0.81,39.0,8,26005.13,12,0,commercial,24,1,6.0,1,2,3.76,16,0
B3054,Pvt Ltd,61,500000,expansion,4943830,513824,0.8,37.0,9,24800.07,12,1,commercial,31,1,4.0,1,1,0.1,4,0
B3055,LLP,47,1000000,inventory,2608551,252356,0.86,29.0,10,10640.66,5,0,commercial,48,1,1.0,0,2,0.38,11,0
B3056,Partnership,90,250000,inventory,12832786,1199720,0.89,19.0,11,33640.08,4,0,commercial,30,1,1.0,1,2,0.02,22,0
B3057,LLP,77,250000,expansion,11648870,746470,1.3,35.0,6,5889.51,7,0,commercial,43,1,7.0,1,2,0.02,7,0
B3058,Pvt Ltd,35,250000,inventory,4622188,289201,1.33,45.0,3,3084.57,2,0,residential,58,1,2.0,1,3,0.05,20,0
B3059,Pvt Ltd,96,500000,working capital,17884724,1795179,0.83,38.0,6,19245.25,11,0,residential,15,1,6.0,1,3,0.03,11,0
B3060,Partnership,53,500000,working capital,1608191,128147,1.05,,4,20491.24,13,1,commercial,36,1,,1,1,0.31,11,1
B3061,Pvt Ltd,40,500000,inventory,18930026,1531466,1.03,11.0,9,15987.03,8,1,residential,10,1,5.0,0,4,0.03,9,0
B3062,Pvt Ltd,101,250000,equipment purchase,16481049,1660020,0.83,36.0,8,12897.33,9,0,commercial,1,1,2.0,1,3,0.02,12,0
B3063,LLP,112,2500000,inventory,17923373,1602437,0.93,35.0,1,16938.82,13,0,commercial,7,1,5.0,0,0,0.14,0,0
B3064,LLP,75,100000,equipment purchase,4447265,299317,1.24,4.0,3,8168.78,12,0,commercial,44,1,3.0,1,1,0.02,1,0
B3065,LLP,69,5000000,inventory,12081678,832234,1.21,3.0,5,20172.62,10,0,commercial,26,1,0.0,0,0,0.41,19,1
B3066,Pvt Ltd,33,100000,working capital,2971312,174273,1.42,45.0,10,45230.17,1,0,commercial,43,1,7.0,1,2,0.03,14,0
B3067,Pvt Ltd,25,500000,equipment purchase,3368045,316147,0.89,47.0,4,11221.34,5,0,residential,43,1,8.0,0,0,0.15,9,0
B3068,Partnership,85,250000,working capital,18509048,1529104,1.01,12.0,0,34222.56,4,0,residential,57,1,2.0,1,3,0.01,0,0
B3069,Pvt Ltd,41,250000,inventory,14607951,1545981,0.79,32.0,8,7089.23,5,0,virtual office,49,0,0.0,1,0,0.02,19,0
B3070,LLP,71,500000,expansion,16027002,1507082,0.89,47.0,8,17695.33,9,0,commercial,30,0,0.0,0,2,0.03,21,0
B3071,Proprietorship,29,250000,equipment purchase,4457127,282987,1.31,,2,16058.74,12,0,commercial,1,1,0.0,1,2,0.06,21,0
B3072,LLP,83,250000,equipment purchase,1340720,89037,1.25,43.0,3,46851.47,3,1,commercial,15,0,8.0,0,3,0.19,17,0
B3073,Pvt Ltd,31,1000000,inventory,17402155,1451680,1.0,43.0,3,21399.1,14,0,coworking,55,1,9.0,1,1,0.06,0,0
B3074,Pvt Ltd,64,500000,inventory,17116613,1790004,0.8,13.0,9,34523.3,1,0,residential,57,1,4.0,1,4,0.03,11,0
B3075,LLP,40,1000000,equipment purchase,4215217,297998,1.18,44.0,7,30123.14,11,0,virtual office,53,1,2.0,1,1,0.24,7,0
B3076,Proprietorship,47,250000,expansion,18866430,1879329,0.84,,5,,3,0,commercial,20,1,9.0,0,4,0.01,8,0
B3077,Partnership,67,500000,inventory,7626597,563963,1.13,29.0,1,46977.02,8,0,commercial,22,1,8.0,1,3,0.07,22,0
B3078,Pvt Ltd,95,500000,inventory,12909000,927230,1.16,19.0,3,17293.46,13,0,commercial,25,1,9.0,1,3,0.04,19,0
B3079,Pvt Ltd,80,250000,inventory,5884176,608441,0.81,35.0,0,2237.92,13,0,virtual office,50,1,8.0,1,3,0.04,1,1
B3080,Partnership,48,500000,expansion,636537,38634,1.37,48.0,2,15022.19,2,0,virtual office,53,1,5.0,1,2,0.79,15,0
B3081,Proprietorship,111,250000,equipment purchase,3466002,316689,0.91,41.0,3,16781.69,1,0,commercial,36,1,4.0,1,1,0.07,22,0
B3082,Proprietorship,67,100000,working capital,17374955,1051040,1.38,27.0,7,,1,0,commercial,51,0,0.0,1,4,0.01,21,0
B3083,Pvt Ltd,107,250000,inventory,4225230,415642,0.85,46.0,2,30998.87,8,0,residential,37,1,5.0,1,1,0.06,13,1
B3084,LLP,49,100000,expansion,2823597,281805,0.83,31.0,4,17338.21,4,1,commercial,46,1,4.0,0,4,0.04,22,0
B3085,Proprietorship,66,500000,equipment purchase,3670064,378020,0.81,,0,31456.73,12,0,virtual office,55,1,8.0,1,0,0.14,0,1
B3086,LLP,82,500000,equipment purchase,6594518,446038,1.23,,12,337.03,2,0,commercial,45,0,6.0,1,1,0.08,13,0
B3087,LLP,99,5000000,expansion,7885452,509070,1.29,24.0,3,49102.42,10,0,commercial,27,1,2.0,1,0,0.63,19,0
B3088,Pvt Ltd,17,1000000,inventory,17760190,1483154,1.0,,1,8525.82,3,0,residential,19,1,4.0,1,3,0.06,16,0
B3089,LLP,114,100000,working capital,12138717,872955,1.16,35.0,3,32966.55,8,1,residential,19,1,5.0,1,2,0.01,22,1
B3090,Pvt Ltd,95,2500000,inventory,17909100,1587609,0.94,,4,35789.22,6,0,commercial,16,1,1.0,1,2,0.14,5,0
B3091,LLP,44,2500000,equipment purchase,9701487,815125,0.99,1.0,2,8580.42,8,0,coworking,54,1,6.0,1,1,0.26,7,0
B3092,Partnership,33,250000,working capital,4829409,316693,1.27,44.0,5,5585.61,10,0,coworking,21,0,8.0,1,0,0.05,17,0
B3093,Pvt Ltd,78,500000,inventory,3570508,340258,0.87,6.0,11,7628.86,5,0,commercial,51,1,9.0,0,0,0.14,7,0
B3094,Proprietorship,64,5000000,working capital,7860529,774439,0.85,39.0,1,12340.91,3,1,commercial,33,1,8.0,0,4,0.64,7,0
B3095,Pvt Ltd,116,500000,expansion,12161228,1294994,0.78,34.0,4,,6,0,commercial,42,1,4.0,1,1,0.04,1,0
B3096,LLP,101,2500000,inventory,4897458,382541,1.07,18.0,3,,10,0,commercial,31,0,7.0,1,1,0.51,15,1
B3097,Partnership,64,100000,equipment purchase,2540012,191059,1.11,25.0,4,21041.66,8,0,coworking,34,1,8.0,0,0,0.04,12,0
B3098,Pvt Ltd,87,100000,equipment purchase,11924242,810210,1.23,15.0,12,26889.58,14,0,commercial,15,1,5.0,1,0,0.01,13,0
B3099,Pvt Ltd,108,250000,working capital,3361379,226478,1.24,47.0,8,2366.84,5,0,commercial,51,1,3.0,1,2,0.07,6,0
B3100,LLP,34,500000,expansion,9032562,671896,1.12,32.0,5,43062.45,5,0,coworking,36,1,3.0,1,1,0.06,2,0
B3101,Pvt Ltd,116,1000000,inventory,16900945,1815569,0.78,42.0,6,8528.58,3,1,commercial,53,1,2.0,1,2,0.06,20,0
B3102,Proprietorship,30,5000000,expansion,18282040,1150786,1.32,49.0,10,18007.62,3,0,residential,26,1,8.0,0,3,0.27,7,1
B3103,Partnership,113,250000,expansion,2792262,199092,1.17,18.0,7,3595.08,8,0,commercial,30,1,9.0,1,3,0.09,0,0
B3104,LLP,115,100000,working capital,2522206,157971,1.33,31.0,8,,12,0,coworking,31,1,5.0,1,0,0.04,16,0
B3105,Pvt Ltd,37,1000000,working capital,1790879,128969,1.16,29.0,4,33289.97,8,0,residential,25,0,7.0,0,4,0.56,7,1
B3106,LLP,117,500000,inventory,19803033,1246668,1.32,15.0,7,34629.35,11,1,coworking,4,1,1.0,0,0,0.03,5,1
B3107,Proprietorship,42,100000,equipment purchase,15019030,1257825,1.0,23.0,1,33848.27,1,0,coworking,12,1,3.0,1,1,0.01,18,0
B3108,Pvt Ltd,48,500000,inventory,2562639,205654,1.04,38.0,9,27606.84,4,0,commercial,57,1,1.0,0,0,0.2,10,0
B3109,LLP,98,1000000,expansion,9618596,644790,1.24,41.0,8,,9,0,commercial,53,1,2.0,1,2,0.1,7,0
B3110,LLP,104,1000000,working capital,1620494,108692,1.24,11.0,1,25358.86,6,0,residential,19,0,,1,0,0.62,7,1
B3111,LLP,83,500000,expansion,935926,83895,0.93,15.0,12,22470.6,6,0,virtual office,55,1,8.0,1,2,0.53,9,0
B3112,Pvt Ltd,108,250000,working capital,4879427,379079,1.07,23.0,11,12377.28,14,0,commercial,56,1,8.0,1,3,0.05,9,0
B3113,Proprietorship,116,5000000,equipment purchase,2600311,158991,1.36,3.0,4,4942.48,10,0,coworking,9,0,5.0,1,2,1.92,21,1
B3114,Pvt Ltd,72,500000,expansion,9746232,1016950,0.8,19.0,5,27407.75,11,1,commercial,25,1,6.0,0,1,0.05,22,1
B3115,Pvt Ltd,107,250000,working capital,17606348,1383523,1.06,1.0,3,15744.51,11,0,virtual office,54,1,4.0,1,0,0.01,12,1
B3116,Proprietorship,101,250000,inventory,6023730,529399,0.95,24.0,7,26201.27,13,0,commercial,48,1,,1,1,0.04,21,0
B3117,Proprietorship,27,1000000,inventory,16579801,1701152,0.81,49.0,9,10305.95,7,0,commercial,47,1,0.0,1,2,0.06,2,0
B3118,Pvt Ltd,76,250000,inventory,12331016,967260,1.06,11.0,2,41908.63,11,0,commercial,41,1,3.0,1,2,0.02,16,0
B3119,Pvt Ltd,90,100000,expansion,7550305,750246,0.84,30.0,10,49984.86,7,0,commercial,51,1,,1,2,0.01,20,0
B3120,Pvt Ltd,59,500000,working capital,8310639,864896,0.8,11.0,12,,6,0,commercial,50,1,7.0,1,2,0.06,21,0
B3121,Pvt Ltd,66,250000,working capital,8296134,556145,1.24,39.0,4,42116.38,9,0,commercial,53,0,4.0,1,2,0.03,14,0
B3122,Pvt Ltd,44,500000,working capital,13556124,1395710,0.81,1.0,1,43649.31,8,0,commercial,7,0,2.0,1,0,0.04,5,0
B3123,Pvt Ltd,37,100000,expansion,14427569,928052,1.3,12.0,2,49803.69,12,0,residential,27,1,0.0,1,4,0.01,16,1
B3124,LLP,53,500000,working capital,14152582,1020255,1.16,4.0,7,17136.01,8,0,commercial,48,1,0.0,0,1,0.04,23,0
B3125,Proprietorship,83,250000,equipment purchase,625312,61745,0.84,25.0,10,37802.07,2,0,commercial,47,0,,0,3,0.4,0,0
B3126,LLP,19,100000,expansion,11627166,1201871,0.81,8.0,4,,7,0,coworking,55,1,7.0,0,3,0.01,2,0
B3127,LLP,106,100000,equipment purchase,1183284,109501,0.9,15.0,2,31239.8,12,0,residential,43,0,8.0,1,1,0.08,7,1
B3128,Pvt Ltd,53,2500000,equipment purchase,13952669,887035,1.31,43.0,4,35242.13,1,0,commercial,6,1,9.0,1,0,0.18,7,0
B3129,Partnership,26,2500000,inventory,11956413,1010113,0.99,30.0,8,,10,0,virtual office,35,1,9.0,0,1,0.21,10,0
B3130,Proprietorship,49,250000,expansion,10444330,908291,0.96,40.0,2,10358.61,8,0,coworking,32,0,1.0,0,2,0.02,15,1
B3131,Proprietorship,93,1000000,working capital,3979317,288207,1.15,32.0,11,42436.28,13,0,coworking,14,1,4.0,0,4,0.25,0,0
B3132,Proprietorship,116,500000,equipment purchase,13114766,1415058,0.77,44.0,9,21048.59,3,0,virtual office,6,0,,1,1,0.04,10,0
B3133,Partnership,89,5000000,expansion,16560216,1243916,1.11,35.0,6,10818.48,11,0,residential,49,1,2.0,0,0,0.3,16,0
B3134,LLP,36,250000,working capital,16418680,1130361,1.21,21.0,7,27126.55,13,0,commercial,51,1,7.0,1,2,0.02,12,0
B3135,Pvt Ltd,96,500000,inventory,4604066,293924,1.31,31.0,4,43167.86,9,0,residential,18,1,1.0,1,1,0.11,23,1
B3136,LLP,13,100000,expansion,2352119,181720,1.08,36.0,2,48354.4,5,0,residential,31,1,1.0,0,1,0.04,1,1
B3137,Proprietorship,25,250000,expansion,2707532,251703,0.9,27.0,10,37410.39,7,0,commercial,52,1,,0,2,0.09,4,0
B3138,Proprietorship,56,5000000,expansion,19836790,1386674,1.19,44.0,5,281.14,14,0,commercial,16,1,9.0,0,0,0.25,23,0
B3139,LLP,29,500000,working capital,17196437,1664796,0.86,8.0,12,6735.04,7,0,commercial,56,1,9.0,0,4,0.03,20,0
B3140,Pvt Ltd,109,250000,equipment purchase,14240359,927095,1.28,23.0,11,3813.7,8,0,residential,3,1,9.0,1,4,0.02,11,0
B3141,Pvt Ltd,15,100000,equipment purchase,18051295,1450543,1.04,23.0,2,5060.69,13,0,commercial,31,1,0.0,0,2,0.01,14,0
B3142,Partnership,48,1000000,expansion,8117205,758569,0.89,42.0,8,19151.75,4,0,commercial,38,1,6.0,1,3,0.12,6,0
B3143,LLP,108,500000,expansion,6807249,443143,1.28,33.0,1,,12,0,virtual office,58,0,,1,0,0.07,5,1
B3144,LLP,31,250000,working capital,19350150,1707175,0.94,13.0,12,5684.25,8,0,commercial,17,1,1.0,1,3,0.01,4,0
B3145,Pvt Ltd,55,5000000,inventory,6053130,594907,0.85,39.0,2,44111.77,5,0,coworking,52,1,,1,3,0.83,14,0
B3146,Pvt Ltd,87,100000,expansion,19722174,1737736,0.95,35.0,6,30771.38,11,0,commercial,5,1,,1,3,0.01,2,0
B3147,Proprietorship,30,250000,expansion,7007292,587957,0.99,16.0,9,39823.17,5,0,commercial,53,1,8.0,1,0,0.04,21,0
B3148,LLP,52,2500000,inventory,17011418,1705365,0.83,12.0,7,18577.47,3,0,commercial,16,0,1.0,1,3,0.15,8,0
B3149,Proprietorship,103,250000,expansion,5171651,556492,0.77,31.0,4,,5,0,commercial,17,1,8.0,1,2,0.05,22,0
B3150,LLP,61,250000,equipment purchase,12428524,837669,1.24,5.0,4,15881.06,13,1,commercial,31,1,7.0,1,1,0.02,16,1
B3151,LLP,76,500000,expansion,12987798,1206574,0.9,40.0,4,21921.33,7,0,virtual office,16,0,6.0,1,2,0.04,20,1
B3152,Pvt Ltd,38,1000000,equipment purchase,5594594,348913,1.34,44.0,3,30518.86,4,0,residential,57,1,0.0,1,1,0.18,22,0
B3153,Proprietorship,60,100000,working capital,11587704,700770,1.38,25.0,8,24649.2,8,0,virtual office,21,1,,1,4,0.01,13,0
B3154,LLP,107,2500000,working capital,11409259,825736,1.15,21.0,5,41895.85,14,1,commercial,41,1,6.0,1,3,0.22,6,1
B3155,LLP,102,1000000,equipment purchase,8677372,927431,0.78,3.0,12,45006.96,11,0,commercial,39,1,5.0,1,4,0.12,14,0
B3156,LLP,39,100000,equipment purchase,18789663,1614842,0.97,48.0,11,23484.19,6,0,commercial,37,1,0.0,1,4,0.01,6,0
B3157,Partnership,14,1000000,inventory,12064915,865620,1.16,10.0,12,11987.4,6,0,commercial,41,1,6.0,0,0,0.08,12,0
B3158,Pvt Ltd,114,250000,equipment purchase,14844432,964333,1.28,23.0,7,47259.62,6,0,residential,53,1,1.0,0,3,0.02,13,1
B3159,Proprietorship,43,250000,equipment purchase,15376156,1604386,0.8,17.0,7,36751.93,4,0,commercial,10,1,7.0,1,4,0.02,21,0
B3160,Pvt Ltd,107,1000000,expansion,8344505,637951,1.09,42.0,4,32006.35,14,0,coworking,32,0,1.0,1,1,0.12,10,0
B3161,LLP,53,5000000,inventory,13720404,1010757,1.13,35.0,11,37270.69,3,0,residential,25,1,3.0,0,1,0.36,17,0
B3162,Pvt Ltd,18,100000,equipment purchase,6362541,644089,0.82,,8,3799.09,10,0,virtual office,53,0,5.0,0,0,0.02,12,0
B3163,Pvt Ltd,74,250000,equipment purchase,2063455,182726,0.94,2.0,1,3381.32,6,0,residential,33,1,7.0,1,4,0.12,11,1
B3164,LLP,80,500000,equipment purchase,6199575,413915,1.25,,7,7656.03,6,0,commercial,39,1,2.0,1,4,0.08,1,0
B3165,Pvt Ltd,71,250000,expansion,16507049,1310805,1.05,46.0,2,7372.55,2,0,residential,53,1,5.0,0,4,0.02,9,0
B3166,LLP,112,250000,expansion,17078590,1788894,0.8,,6,21033.52,14,0,commercial,37,0,5.0,0,0,0.01,21,0
B3167,Partnership,115,100000,expansion,1738297,179728,0.81,49.0,12,7870.2,10,1,commercial,38,1,0.0,1,3,0.06,10,0
B3168,Pvt Ltd,50,500000,working capital,6441309,398322,1.35,4.0,8,42726.28,13,0,commercial,38,1,5.0,0,4,0.08,15,0
B3169,Proprietorship,44,250000,expansion,2806894,201433,1.16,26.0,10,28904.85,4,0,commercial,55,1,0.0,1,4,0.09,16,0
B3170,LLP,58,100000,equipment purchase,12401448,819243,1.26,32.0,4,18413.09,4,0,commercial,28,1,8.0,1,2,0.01,13,0
B3171,LLP,109,1000000,expansion,17353593,1475470,0.98,29.0,10,3481.13,10,0,commercial,15,1,3.0,1,1,0.06,21,0
B3172,Pvt Ltd,85,1000000,expansion,4837803,463618,0.87,22.0,7,29551.39,13,0,commercial,8,1,4.0,0,3,0.21,20,0
B3173,Pvt Ltd,116,500000,inventory,4079195,298231,1.14,47.0,3,5826.64,12,0,virtual office,1,1,0.0,1,3,0.12,12,0
B3174,Pvt Ltd,29,250000,equipment purchase,5973619,574860,0.87,13.0,0,37161.01,11,0,commercial,10,1,0.0,0,3,0.04,16,1
B3175,Pvt Ltd,74,500000,expansion,8201020,752600,0.91,23.0,0,40137.9,12,0,commercial,59,1,8.0,1,4,0.06,4,0
B3176,Pvt Ltd,78,250000,working capital,9223922,873915,0.88,31.0,5,27198.81,12,0,commercial,35,1,5.0,1,2,0.03,3,0
B3177,LLP,103,250000,inventory,5556886,587615,0.79,41.0,7,7480.14,8,1,residential,54,0,9.0,0,3,0.04,10,1
B3178,Proprietorship,30,1000000,expansion,7588170,603744,1.05,36.0,9,,3,1,commercial,48,1,,1,0,0.13,16,0
B3179,Proprietorship,45,100000,inventory,11137151,840428,1.1,40.0,1,15391.39,10,0,commercial,33,0,5.0,0,0,0.01,2,0
B3180,LLP,73,100000,inventory,14671188,1357461,0.9,31.0,10,11132.66,7,0,commercial,16,0,4.0,1,1,0.01,1,0
B3181,Pvt Ltd,100,100000,working capital,12501138,1234002,0.84,15.0,3,,7,0,virtual office,14,1,5.0,0,2,0.01,0,1
B3182,Pvt Ltd,27,100000,working capital,9008627,611736,1.23,14.0,2,46132.31,2,0,commercial,5,1,7.0,1,3,0.01,17,0
